LowUC,25.4,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,2,0.054839743,0.052162836,0.014948099,0.001922571,0.000326585,0.01200376,1.16629E-19,0.013862355,0.005038373,0.00174277,0,0,0,0.0111509,0.003385942,0.002634733,310,0.040767177,1.183074962,0.983074962,0.040767177,0.340037164,0.02942524,0,0,0.1906
,,3,0.123585206,0.104558642,0.03257403,0.010463669,0.0006729,0.03452857,4.25183E-16,0.040017879,0.01477444,0.007421677,0,0,0,0.021764045,0.018351602,0.007142609,310,0.117885694,2.001012759,1.801012759,0.117885694,0.339463402,0.074738922,0,0,0.2955
,,4,0.208868651,0.164781485,0.052420508,0.022801821,0.003662284,0.072050603,4.89E-14,0.087220595,0.03171939,0.023042348,0,0.00E+00,0.00E+00,0.034833623,0.041454837,0.014576706,310,0.253997829,2.938716083,2.738716083,0.253997829,0.343391105,0.134779937,0,0,0.4068
,,5,0.663848387,0.597753185,0.158163121,0.036694356,0.007980637,0.189636982,2.93E-12,0.250558062,0.087904159,0.052204218,0,0.00E+00,0.00E+00,0.125552935,0.072148756,0.037562585,310,0.717527802,3.952476169,3.752476169,0.717527802,0.349196312,0.345020147,0,0,0.5245
,,6,1.132220767,0.895111097,0.242785979,0.110714185,0.012843025,0.387426829,2.35E-10,0.556219822,0.18859448,0.120049055,0,0,0.00E+00,0.176199441,0.222960806,0.075971379,310,1.575160801,5.011165528,4.687488403,1.575160801,0.35311939,0.621143855,0,0,0.6486
,,7,1.83747132,1.465414986,0.353706836,0.169950185,0.038749965,0.70324566,6.68E-09,1.098759602,0.360266204,0.251393659,0,0,0.00E+00,0.291469952,0.371320348,0.137996551,310,3.095237648,6.091813286,5.575931248,3.095237648,0.354983923,0.949788272,0,0,0.7791
,,8,2.67520766,2.056452416,0.458049052,0.247594785,0.059482565,1.153436742,1.06E-07,1.954014626,0.621355445,0.451651978,0,0,0,0.395738081,0.615438695,0.229461313,310,5.482142034,7.177182603,6.450695741,5.482142034,0.356432689,1.287032063,0,0,0.916
,,9,3.547943424,2.698184442,0.541987605,0.320634336,0.086658175,1.734883274,1.03323E-06,3.166652081,0.980172429,0.710545151,0,0,0,0.507697002,0.889017695,0.35404673,310,8.843107683,8.254261496,7.304294102,8.843107683,0.358092674,1.591771115,0,0,1.0593
,,10,4.469904205,3.386030878,0.615802701,0.379391323,0.112222018,2.44542531,6.80172E-06,4.779690873,1.444889765,1.012557017,0,0,0,0.622405424,1.188273997,0.516490913,310,13.28463484,9.313243346,8.131516951,13.28463484,0.359790911,1.851912125,0,0,1.209
,,11,5.414321967,4.110396454,0.681427103,0.431061891,0.132786963,3.278665832,3.33459E-05,6.820164373,2.019637987,1.33430935,0,0,0,0.738345656,1.503979655,0.720557945,310,18.86760929,10.34679992,8.928824049,18.86760929,0.361474751,2.07742545,0,0,1.3651
,,12,6.355441362,4.844392185,0.740751236,0.476998972,0.150871662,4.225603564,0.000130161,9.299068077,2.704826168,1.659415444,0,0,0,0.852271399,1.829428719,0.968603401,310,25.60790236,11.34954309,9.693919946,25.60790236,0.363132753,2.278259526,0,0,1.5276
,,13,7.268068781,5.561924801,0.794632506,0.518525865,0.16694964,5.275505072,0.000424145,12.21208891,3.497471506,1.979043516,0,0,0,0.961639597,2.156532884,1.26135479,310,33.47889667,12.31761535,10.4254479,33.47889667,0.364769754,2.459041055,0,0,1.6965
,,14,8.131835927,6.243147632,0.843475942,0.556242754,0.181484053,6.416787701,0.001194448,15.54239181,4.391949423,2.287887405,0,0,0,1.064253062,2.477595179,1.598042785,310,42.42003295,13.24837219,11.12276329,42.42003295,0.366392733,2.622390769,0,0,1.8718
,,15,8.929626897,6.871648156,0.887186451,0.590433159,0.194684964,7.637233837,0.002982996,19.26289772,5.380516559,2.582778117,0,0,0,1.158194402,2.78562528,1.976585687,310,52.34352128,14.14013207,11.78576255,52.34352128,0.368009206,2.769148305,0,0,2.0535
,,16,9.651200781,7.438327463,0.925769552,0.621030516,0.206651606,8.924470086,0.006738403,23.33998738,6.45418031,2.861606698,0,0,0,1.242599282,3.074391738,2.393978602,310,63.14527602,14.9919774,12.41475215,63.14527602,0.36962365,2.899533358,0,0,2.2416
,,17,10.29212039,7.938781166,0.959336268,0.648038686,0.217360681,10.26616958,0.013982965,27.73668504,7.603415931,3.122783811,0,0,0,1.317100856,3.339606957,2.846660028,310,74.71408286,15.80359497,13.01034707,74.71408286,0.37123771,3.013819322,0,0,2.4361
,,18,10.84955846,8.369471431,0.987831106,0.671535387,0.22681354,11.64969318,0.026981092,32.4139143,8.818388739,3.365080804,0,0,0,1.381344301,3.578662623,3.330688987,310,86.93487979,16.57514713,13.57339153,86.93487979,0.372852811,3.112158016,0,0,2.637
,,19,11.3269983,8.733298726,1.011614822,0.691481774,0.235037386,13.06240394,0.048886942,37.33361956,10.08968265,3.5875734,0,0,0,1.436133426,3.78977451,3.84211185,310,99.69768881,17.30716742,14.10489673,99.69768881,0.374468255,3.195190638,0,0,2.8443
,,20,11.67596001,8.977077918,1.026105077,0.708130376,0.242018621,14.48493022,0.083662103,42.43636252,11.40246982,3.789649975,0,0,0,1.471934124,3.973291904,4.374662209,310,112.8308388,18.0004758,14.6059918,112.8308388,0.376106062,3.25621483,0,0,3.058
,,21,12.13536451,9.364253165,1.053311888,0.718273554,0.247845631,15.92579741,0.137059068,47.76729034,12.76884012,3.969608737,0,0,0,1.538271987,4.1150813,4.932948702,310,126.4735993,18.65610963,15.07788501,126.4735993,0.377685862,3.324668492,0,0,3.2781
,,22,12.58177549,9.684007516,1.080275267,0.737318322,0.251395744,17.37597017,0.216207996,53.31827915,14.18708422,4.130727121,0,0,0,1.58715256,4.282647005,5.516030212,310,140.6039202,19.27526748,15.52183327,140.6039202,0.379209051,3.4030722,0,0,3.5046
,,23,12.98386621,9.969368693,1.104604748,0.756192687,0.258061413,18.82068665,0.329517989,59.06762965,15.65200167,4.280568483,0,0,0,1.636666133,4.436399402,6.121530803,310,155.1595145,19.85926351,15.93911794,155.1595145,0.380689704,3.48217996,0,0,3.7375
,,24,13.3428684,10.19410738,1.12639366,0.773223324,0.26466744,20.24361327,0.48645582,64.99431522,17.15855763,4.423817837,0,0,0,1.677971485,4.584470913,6.747134946,310,170.0804452,20.40949034,16.331026,170.0804452,0.382138671,3.554189125,0,0,3.9768
,,25,13.6605149,10.37626825,1.14566785,0.788475562,0.270628163,21.62733596,0.697005179,71.07821146,18.70193572,4.559899021,0,0,0,1.715790641,4.717503266,7.39061741,310,185.3097403,20.92738903,16.69883529,185.3097403,0.383564357,3.618299463,0,0,4.2225
,,26,13.88712951,10.39834883,1.157969993,0.801967495,0.275966447,22.94921757,0.969642847,77.22291947,20.26630053,4.687826642,0,0.059975337,0.005422953,1.73845577,4.83808753,8.041670062,309.5820754,200.6066284,21.41555199,17.04699898,200.6066284,0.384946998,3.667709145,0,0,4.4746
,,27,14.0746412,10.39688782,1.168012909,0.810578995,0.280688623,24.19385106,1.311133895,83.41170185,21.84734284,4.805528601,0,0.170986791,0.015025147,1.761498065,4.929965669,8.698401521,308.8277623,215.9270853,21.87530197,17.37630502,215.9270853,0.386295687,3.704801104,0,0,4.7331
,,28,14.25230891,10.41378541,1.178007099,0.817609036,0.283702648,25.35047544,1.726444019,89.67096459,23.44706873,4.910778817,0,0.291978793,0.024806834,1.782604693,5.008630619,9.36351261,307.9987575,231.3308992,22.30741713,17.6860055,231.3308992,0.387630727,3.736439052,0,0,4.998
,,28,0,0,0,0,0,0,0,0,0,7.190097601,27.07691946,15.14715037,23.47187557,0,6.791235312,0,0,0,0,0,0,0.387630727,0,-1,84.17930562,4.998
,,0,0,0,0.001333,0,0,0,0,0.00067425,0,7.190097601,27.07691946,15.14715037,23.47187557,0.000341,6.791235312,0.00022475,310,0,0.2,0,0,0,0.002282207,-1,0,4.998
HighShort,25.4,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,0,0,0,0.0043,0,0,0,0,0.002175,0,0,0,0,0,0.0011,0,0.000725,1000,0,0.2,0,0,0,0.007360839,-1,0,0
,,1,0.046673624,0.045258017,0.012707203,0.00301,0,0.008668593,0,0.011516348,0.003601988,0.00129,0,0,0,0.009850099,0.00165,0.002464393,1000,0.033737581,0.535103674,0.335103674,0.033737581,0.341350723,0.026896058,0,0,0.0921
,,2,0.251911619,0.24006349,0.068660989,0.008895042,0.0010535,0.055140152,9.72487E-16,0.062755533,0.023144137,0.006776068,0,0,0,0.051106287,0.015567149,0.011795433,1000,0.184040124,1.148143504,0.948143504,0.184040124,0.340988319,0.134177828,0,0,0.1906
,,3,0.567718544,0.480900508,0.149637023,0.048062692,0.003113265,0.158613316,3.54577E-12,0.182907258,0.067869115,0.032725249,0,0,0,0.100037442,0.084131662,0.032503452,1000,0.537269125,1.94193088,1.74193088,0.537269125,0.340438803,0.341697878,0,0,0.2955
,,4,0.959369336,0.756732275,0.240775387,0.104745916,0.016821942,0.330958411,4.07522E-10,0.399717385,0.145700159,0.104801445,0,0,0,0.159961035,0.19043936,0.066649527,1000,1.160708933,2.851947586,2.651947586,1.160708933,0.344373489,0.614477499,0,0,0.4068
,,5,1.351943678,0.989635252,0.315402126,0.168542771,0.036661071,0.570425973,1.10E-08,0.73235818,0.260121833,0.238982618,0,0.00E+00,0.00E+00,0.211180912,0.331352446,0.113460839,1000,2.114926636,3.835775403,3.635775403,2.114926636,0.346280654,0.880395102,0,0,0.5245
,,6,1.684153213,1.167909341,0.357131845,0.220781488,0.05898997,0.864633857,1.26E-07,1.187023251,0.409896447,0.427464624,0,0.00E+00,0.00E+00,0.249880894,0.475820542,0.170593066,1000,3.309459701,4.863205913,4.663205913,3.309459701,0.358675844,1.075281956,0,0,0.6486
,,7,0.432004552,-0.255728399,0.06815683,0.249992291,0.077273521,0.938885298,2.69E-07,1.314578795,0.450257875,0.643459977,0,0,0.00E+00,-0.035700509,0.603215201,0.185175691,1000,3.621356796,5.911946478,5.711946478,3.621356796,0.363007256,0.670787667,0,0,0.7791
,,8,2.555315596,2.432607399,0.451006047,0.047709781,0.087497302,1.368899481,1.49E-06,2.131504723,0.699646145,0.762716578,0,0,0.00E+00,0.535056663,0.235992533,0.27254137,1000,5.749601058,6.965269193,6.765269193,5.749601058,0.370722195,0.985891931,0,0,0.916
,,9,4.043910277,3.106957089,0.621305711,0.315704233,0.016698423,2.03161884,9.99225E-06,3.513656714,1.108622139,0.849443258,0,0,0,0.536668757,0.915861411,0.414542577,1000,9.408758738,8.010546266,7.810546266,9.408758738,0.373445298,1.592924308,0,0,1.0593
,,10,5.107648985,4.048852366,0.703563023,0.434913997,0.110496482,2.843493076,6.04578E-05,5.356836248,1.639643145,1.071658654,0,0,0,0.732939311,1.244616612,0.600163528,1000,14.25477392,9.038260631,8.838260631,14.25477392,0.375792438,2.081568009,0,0,1.209
,,11,6.182000671,4.675924579,0.778022,0.492494116,0.152219899,3.79467642,0.00028615,7.686621699,2.295883006,1.44115624,0,0,0,0.831890686,1.69682494,0.833164546,1000,20.33810527,10.04130043,9.841300428,20.33810527,0.377941878,2.365321573,0,0,1.3651
,,12,7.232031474,5.520976316,0.842790831,0.5446154,0.172372941,4.871507993,0.001091472,10.50743438,3.075577477,1.831198371,0,0,0,0.973969628,2.062312,1.11542229,1000,27.6524296,11.01443661,10.3989793,27.6524296,0.379982321,2.587092202,0,0,1.5276
,,13,8.225490701,6.272021325,0.899086335,0.589953582,0.19061539,6.057576658,0.003485281,13.80418714,3.9726379,2.209258813,0,0,0,1.083601973,2.450864202,1.446737788,1000,36.13996929,11.95392558,10.78983499,36.13996929,0.381964551,2.780321701,0,0,1.6965
,,14,9.13646245,6.994174256,0.947366833,0.629360434,0.206483754,7.334356445,0.009610889,17.54592365,4.977621766,2.569100717,0,0,0,1.194153883,2.801817777,1.825021026,1000,45.70220199,12.85720091,11.15001136,45.70220199,0.383918562,2.946671876,0,0,1.8718
,,15,9.946749485,7.615431668,0.987850003,0.663156783,0.220276152,8.681313662,0.023446976,21.69021105,6.078790914,2.906081158,0,0,0,1.285778756,3.136103357,2.246681579,1000,56.21238995,13.72263069,11.48227699,56.21238995,0.385861748,3.087768591,0,0,2.0535
,,16,10.64427489,8.148895803,1.020559172,0.691495002,0.232104874,10.07542908,0.051557135,26.18681868,7.262930833,3.21714627,0,0,0,1.366253171,3.433997745,2.707022736,1000,67.5258084,14.54932445,11.78908327,67.5258084,0.387804594,3.204293039,0,0,2.2416
,,17,11.22457814,8.57391338,1.045705572,0.714391421,0.242023251,11.49096469,0.103659822,30.98185358,8.516286268,3.500129509,0,0,0,1.430891422,3.697698674,3.200716731,1000,79.49112643,15.33697821,12.07261367,79.49112643,0.389752353,3.296857971,0,0,2.4361
,,18,11.68763793,8.89306136,1.06352336,0.7319939,0.250036997,12.89927763,0.19269127,36.02037771,9.825110248,3.753466259,0,0,0,1.482021688,3.921232497,3.722134744,1000,91.95733321,16.08574953,12.33482292,91.95733321,0.391707507,3.366201811,0,0,2.637
,,19,12.04209735,9.1079845,1.074813945,0.744466352,0.256197865,14.27002386,0.3340772,41.25067511,11.17666383,3.976106726,0,0,0,1.520064784,4.105224131,4.265844891,1000,104.7852053,16.7961562,12.57746861,104.7852053,0.393668887,3.414011061,0,0,2.8443
,,20,12.22793577,9.154116299,1.073844958,0.752369761,0.260563223,15.56513112,0.542647331,46.59464794,12.55151241,4.167629803,0,0,0,1.53349975,4.250604759,4.823571329,1000,117.7649302,17.46899396,12.80213705,117.7649302,0.395658095,3.432409545,0,0,3.058
,,21,12.54482567,9.358742992,1.088195947,0.751691471,0.263329416,16.77919024,0.836959779,52.1054474,13.96398563,4.326408936,0,0,0,1.584224616,4.340539909,5.40069505,1000,131.0510196,18.10526955,13.01026465,131.0510196,0.397596658,3.458275438,0,0,3.2781
,,22,12.82155313,9.445538417,1.100122125,0.761737163,0.263092015,17.88770098,1.231411268,57.76222438,15.40925796,4.457035867,0,0,0,1.609081299,4.45979608,5.994888657,1000,144.5898815,18.70614615,13.20315576,144.5898815,0.399490087,3.492455006,0,0,3.5046
,,23,13.03791307,9.488884424,1.10843529,0.770085488,0.266608007,18.86933099,1.733554101,63.53550722,16.8802733,4.568917283,0,0,0,1.635817932,4.554324067,6.602909714,1000,158.304629,19.27289913,13.38199781,158.304629,0.401349649,3.524548407,0,0,3.7375
,,24,13.19780142,9.461396014,1.113355225,0.775904703,0.269529921,19.7115984,2.341927251,69.39775639,18.37044961,4.667725855,0,0,0,1.651255143,4.639802451,7.221712134,1000,172.1243939,19.80687996,13.54787413,172.1243939,0.403183737,3.546335185,0,0,3.9768
,,25,13.30565238,9.402090346,1.115095448,0.779348657,0.271566646,20.41226834,3.04541214,75.32360978,19.87373499,4.753069403,0,0,0,1.662782763,4.70398789,7.848478697,1000,185.9848752,20.30948718,13.70177503,185.9848752,0.404998577,3.557918936,0,0,4.2225
,,26,13.34192088,9.136948569,1.111787771,0.780566814,0.27277203,20.9775918,3.822894437,81.139645,21.36793969,4.824514609,0,0.154315966,0.013953207,1.663026978,4.752088332,8.464707353,996.71789,199.5015711,20.78271019,14.17499804,199.5015711,0.40671181,3.556732602,0,0,4.4746
,,27,13.33431181,8.874130838,1.105838795,0.77825144,0.273198385,21.42694638,4.6450536,86.82829525,22.84835873,4.881313621,0,0.442044892,0.038849187,1.660835665,4.775542867,9.068366578,990.7176236,212.6362608,21.22793243,14.62022028,212.6362608,0.408341902,3.544514979,0,0,4.7331
,,28,13.29514119,8.701081756,1.098080166,0.774087157,0.272388004,21.78273693,5.483237365,92.45602275,24.3195319,4.922806679,0,0.757883294,0.06441143,1.654068299,4.783514074,9.666370548,984.0444393,225.5328603,21.64624299,15.03853083,225.5328603,0.409944797,3.524472653,0,0,4.998
,,28,0,0,0,0,0,0,0,0,0,7.067362006,27.26597429,16.07624229,24.38394333,0,6.437582373,0,0,0,0,0,0,0.409944797,0,-1,86.8040343,4.998
,,0,0,0,0.0043,0,0,0,0,0.002175,0,7.067362006,27.26597429,16.07624229,24.38394333,0.0011,6.437582373,0.000725,1000,0,0.2,0,0,0,0.007360839,-1,0,4.998
HighShortT2,20.9,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,0,0,0,0.0043,0,0,0,0,0.002175,0,0,0,0,0,0.0011,0,0.000725,1000,0,0.2,0,0,0,0.007360839,-1,0,0
,,1,0.049872203,0.048575797,0.013592771,0.00301,0,0.009262659,0,0.012156517,0.003848835,0.00129,0,0,0,0.010562826,0.00165,0.002583595,1000,0.035713333,0.4936047,0.2936047,0.035713333,0.340391563,0.028410289,0,0,0.0921
,,2,0.269164959,0.25657687,0.073362794,0.00951494,0.0010535,0.058917038,1.35457E-15,0.066905056,0.024729419,0.007041739,0,0,0,0.054587491,0.016636238,0.012553715,1000,0.196878598,1.034736343,0.834736343,0.196878598,0.339828996,0.143230762,0,0,0.1906
,,3,0.606470007,0.513780774,0.159850225,0.051353956,0.003330229,0.169453097,4.93718E-12,0.195245108,0.072505943,0.034746196,0,1.52616E-05,1.30179E-06,0.106869431,0.089866631,0.034672983,999.8163747,0.575530596,1.743258529,1.543258529,0.575530596,0.339243663,0.364892942,0,0,0.2955
,,4,1.018992685,0.802213825,0.255693537,0.111895158,0.017973884,0.352509178,5.63771E-10,0.42545235,0.155166338,0.111799921,0,0.000103086,8.78696E-06,0.169594964,0.203440129,0.07092901,999.357459,1.243334175,2.561313944,2.284820006,1.243334175,0.342186646,0.653473626,0,0,0.4068
,,5,1.444992485,1.060269445,0.337192649,0.178985476,0.039163305,0.608458319,1.51542E-08,0.780837238,0.277448169,0.254722374,0,0.000263275,2.21537E-05,0.22640341,0.352043708,0.120941013,998.8987521,2.264817989,3.45025616,2.977647694,2.264817989,0.344768207,0.938363103,0,0,0.5245
,,6,3.972073463,3.493331872,0.862629201,0.236034854,0.062644917,1.302347205,3.66E-07,1.852836001,0.630658599,0.455583515,0,6.04E-04,5.08E-05,0.725177075,0.508586095,0.255646054,998.4401612,5.313049558,4.382256575,3.682924775,5.313049558,0.348733055,1.924196962,0,0,0.6486
,,6,0,0,0.540505383,0.147894494,0.039251992,0.816023471,2.29E-07,1.160948216,0.395157464,0.889240618,0.486323871,7.88E-01,2.36E-01,0.45438076,0.779382409,0.160182461,550,3.329045528,4.382256575,3.682924775,3.329045528,0.348733055,1.205661498,-1,0,0.6486
,,7,3.772310847,2.893044721,0.724053307,0.378353768,0.051763073,1.464395424,1.27E-06,2.274349226,0.747555061,0.991974982,0.426630132,0.702989425,1.91E-01,0.552062486,1.055674697,0.287470618,549.7473514,6.481308705,5.392078429,4.692746629,6.481308705,0.350908949,1.921569744,0,0,0.7791
,,8,5.411940298,4.216896279,0.92620716,0.506837315,0.132423819,2.375123809,8.74E-06,4.003743069,1.275659574,1.289577925,0.374263491,0.627629339,1.55E-01,0.81936778,1.334817584,0.472419659,549.4936331,11.34983494,6.363131339,5.460180594,11.34983494,0.352757823,2.589998242,0,0,0.916
,,9,7.097020717,5.32960981,1.083650286,0.648345012,0.17739306,3.538137699,7.49E-05,6.428076028,1.993275266,1.746807965,0.328324584,0.561037565,0.12613068,1.001673684,1.86976411,0.721493718,549.2353977,18.11909128,7.328899856,6.191160887,18.11909128,0.354768124,3.141540518,0,0,1.0593
,,9,0,0,0.584660075,0.349800529,0.095708589,1.908925672,4.04185E-05,3.468129394,1.075428559,2.626027131,1.957571106,3.853211587,1.043977387,0.540431372,2.331006422,0.389266331,250,9.77576382,7.328899856,6.191160887,9.77576382,0.354768124,1.694950241,-1,0,1.0593
,,10,4.443500199,3.266610863,0.609871415,0.409262052,0.122430185,2.615259373,5.41363E-05,5.071639864,1.53740078,2.54923591,1.717289381,3.435383259,0.847248424,0.600862153,1.92953014,0.550750946,250,14.22033954,8.515930441,7.378191472,14.22033954,0.356646889,1.908814815,0,0,1.209
,,11,5.366497022,4.06553565,0.675432621,0.42690999,0.143241718,3.441139562,7.69552E-05,7.094089772,2.107072225,2.562201874,1.506500994,3.062862725,0.687591418,0.739846585,1.827467696,0.753015445,250,19.79750871,9.472307102,8.334568133,19.79750871,0.358332449,2.078630279,0,0,1.3651
,,12,6.255478405,4.732626142,0.728863993,0.472802834,0.149418497,4.373189307,0.000162604,9.534003495,2.781483274,2.624278516,1.321585792,2.730736969,0.558020463,0.832309181,1.986954372,0.997159464,250,26.48432162,10.40147951,9.174304195,26.48432162,0.359986698,2.249940129,0,0,1.5276
,,13,7.114153054,5.440134347,0.77761461,0.510204795,0.165480992,5.400890975,0.000413659,12.38533536,3.557342779,2.724792935,1.159367973,2.43462573,0.45286609,0.94223182,2.20220187,1.283711263,250,34.24940229,11.29963788,9.875128282,34.24940229,0.361621942,2.415913366,0,0,1.6965
,,14,7.923719679,6.06849908,0.821723104,0.544330227,0.178571678,6.51308364,0.001045593,15.63040656,4.428928525,2.858287212,1.017061553,2.170623722,0.367527195,1.034414248,2.470404628,1.611782478,250,43.02976944,12.16412503,10.54384171,43.02976944,0.363246347,2.563639485,0,0,1.8718
,,15,8.670572881,6.665023621,0.861312776,0.575206173,0.190515579,7.698453245,0.002461977,19.24297829,5.388816714,3.011042455,0.892222509,1.935249137,0.298269714,1.124076551,2.737415594,1.979343615,250,52.74002866,12.99320293,11.18021031,52.74002866,0.364864767,2.696578304,0,0,2.0535
,,16,9.34585155,7.194981115,0.896369842,0.602918943,0.20132216,8.945746046,0.00534979,23.19107506,6.428511387,3.174224682,0.782706812,1.72539772,0.242063237,1.202022517,3.000074311,2.383530858,250,63.28061243,13.78586611,11.78441382,63.28061243,0.36647994,2.814986924,0,0,2.2416
,,17,9.946318648,7.667943523,0.927018581,0.627458889,0.21102163,10.24402136,0.010788299,27.44004945,7.539134198,3.340996548,0.686633601,1.538301832,0.196448408,1.272261524,3.243069445,2.821002781,250,74.54666262,14.54169136,12.35694572,74.54666262,0.368092259,2.919202652,0,0,2.4361
,,18,10.46726177,8.072090505,0.952949458,0.648913007,0.219610611,11.58198266,0.020355754,31.95247115,8.711296041,3.506079748,0.602352879,1.371493946,0.159429319,1.331885927,3.46506562,3.287976422,250,86.4271769,15.26071594,12.89853463,86.4271769,0.369703979,3.008963964,0,0,2.637
,,19,10.91097429,8.413361863,0.974389698,0.66706462,0.227119552,12.94849052,0.036221636,36.69148286,9.935897196,3.665312571,0.528417179,1.222774103,0.129386174,1.382748167,3.661060388,3.780615474,250,98.81486054,15.94333855,13.41008248,98.81486054,0.371315434,3.084408202,0,0,2.8443
,,20,11.24134151,8.650430678,0.987888465,0.682072789,0.233472617,14.3275252,0.061106048,41.60428456,11.19981801,3.815402767,0.463556705,1.090180902,0.105004412,1.417107557,3.831431237,4.293342518,250,111.5562152,16.59023862,13.89261548,111.5562152,0.372944569,3.140321259,0,0,3.058
,,21,11.70759777,9.052236471,1.016285407,0.691521926,0.238725476,15.73269813,0.099085791,46.74467897,12.51776227,3.9527716,0.406657517,0.974860389,0.085479227,1.485519255,3.964748329,4.831675218,249.9726446,124.8199588,17.202385,14.34746441,124.8199588,0.374496831,3.208727304,0,0,3.2781
,,22,12.07975819,9.269630163,1.036921849,0.711399785,0.242032674,17.14786947,0.154803033,52.04313922,13.87631371,4.079961738,0.356742411,0.903452891,0.072475583,1.519512177,4.131358081,5.388230872,249.6830559,138.4192133,17.78150296,14.77775404,138.4192133,0.375982047,3.278371916,0,0,3.5046
,,23,12.42560612,9.52511487,1.056955942,0.725845295,0.248989925,18.56399293,0.233864337,57.50716053,15.27443216,4.201707826,0.312954126,0.847628739,0.06263091,1.565994541,4.262320145,5.963681634,249.362691,152.3658767,18.32816074,15.1828984,152.3658767,0.377428082,3.344381001,0,0,3.7375
,,24,12.72617916,9.704807569,1.07416305,0.73986916,0.254045853,19.96850392,0.342600396,63.11356492,16.70672138,4.319140782,0.274540626,0.806966173,0.055464412,1.597931478,4.394905482,6.555477804,249.0093893,166.595084,18.84362209,15.56413372,166.595084,0.378844102,3.402059341,0,0,3.9768
,,25,12.98341541,9.853361634,1.088701454,0.751914135,0.258954206,21.34811234,0.487773715,68.84010416,18.16801996,4.430181969,0.240842185,0.78116524,0.050592753,1.629180148,4.506451848,7.161163277,248.6212111,181.0451759,19.32920246,15.92269088,181.0451759,0.380237164,3.452117819,0,0,4.2225
,,26,13.19965928,9.95105886,1.100658254,0.762091018,0.263169947,22.68922558,0.676152811,74.66565565,19.65344545,4.533997131,0.211280053,0.770018858,0.047710271,1.653230921,4.606867109,7.778400213,248.1964543,195.6582078,19.78624534,16.25978343,195.6582078,0.381612693,3.493982703,0,0,4.4746
,,27,13.37756913,10.01085901,1.110163015,0.770460778,0.266731856,23.97851529,0.913971243,80.57037493,21.15842853,4.629487877,0.185346519,0.773386008,0.046572833,1.673819026,4.691142594,8.404987912,247.7336643,210.380329,20.21610322,16.57659818,210.380329,0.38297485,3.528036554,0,0,4.7331
,,28,13.5200352,10.03069602,1.117373824,0.77711411,0.269661272,25.20358459,1.206323606,86.53580982,22.67873849,4.715913713,0.162596193,0.791167472,0.046984696,1.689602952,4.762476984,9.038876768,247.2316391,225.1620471,20.62012246,16.87428829,225.1620471,0.384326803,3.554719808,0,0,4.998
,,28,0,0,0,0,0,0,0,0,0,6.88006292,26.57250439,15.12737046,22.72572319,0,6.452079936,0,0,0,0,0,0,0.384326803,0,-1,81.2384836,4.998
,,0,0,0,0.0043,0,0,0,0,0.002175,0,6.88006292,26.57250439,15.12737046,22.72572319,0.0011,6.452079936,0.000725,1000,0,0.2,0,0,0,0.007360839,-1,0,4.998
HighShortT1,26.5,AGE,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,SPH,BA,HT,GCL,VOL,DENS,LAI,PRNHT,EXT,CSHRUB
,,0,0,0,0.0043,0,0,0,0,0.002175,0,0,0,0,0,0.0011,0,0.000725,1000,0,0.2,0,0,0,0.007360839,-1,0,0
,,1,0.081385334,0.081263333,0.022317594,0.00301,0,0.015115526,0,0.018463615,0.006280828,0.00129,0,0,0,0.017584772,0.00165,0.003757999,1000,0.056626627,0.813053449,0.613053449,0.056626627,0.326058884,0.043321532,0,0,0.0921
,,2,0.438977338,0.419087487,0.11963888,0.015622316,0.0010535,0.096096154,1.56666E-14,0.107747542,0.040334209,0.009659185,0,5.54832E-06,4.69358E-07,0.088846966,0.027169158,0.020017273,999.8622779,0.332727757,1.863173982,1.663173982,0.332727757,0.32383094,0.232137589,0,0,0.1906
,,3,1.00593977,0.856221585,0.265242724,0.083747216,0.00546781,0.279440122,5.79467E-11,0.320590926,0.11957701,0.054642874,0,6.74399E-05,5.71151E-06,0.178110317,0.146311644,0.056700598,999.4033411,0.981166286,3.151242154,2.747000686,0.981166286,0.326744743,0.600299164,0,0,0.2955
,,4,4.78402286,4.534157367,1.224705616,0.185669907,0.029311526,1.138861855,1.94601E-08,1.401529393,0.507670462,0.182148902,0,0.000307926,2.60435E-05,0.958036839,0.337395064,0.226940828,998.9445933,4.268591363,4.5779312,3.828527773,4.268591363,0.328335339,2.348104243,0,0,0.4068
,,5,10.03741365,8.368527024,2.369827321,0.857293931,0.064984467,2.916761448,1.11E-05,3.87054033,1.357120578,0.659655273,0,0.001025093,8.69322E-05,1.682689763,1.599004889,0.574395626,998.4848414,11.69423379,6.082583128,4.928869015,11.69423379,0.330978532,5.213379849,0,0,0.5245
